frame,beyblade1,beyblade2,beyblade1_position,beyblade2_position,collision_status,beyblade1_status,beyblade2_status
35,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
36,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
37,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
38,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
39,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
40,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
41,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
42,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
43,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
44,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
45,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
46,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
47,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
48,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
49,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
50,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
51,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
52,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
53,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
54,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
55,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
56,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
57,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
58,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
59,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
60,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
61,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
62,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
63,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
64,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
65,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
66,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
67,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
68,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
69,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
70,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
71,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
72,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
73,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
74,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
75,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
76,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
77,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
78,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
79,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
80,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
81,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
82,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
83,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
84,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
85,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
86,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
87,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
88,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
89,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
90,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
91,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
92,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
93,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
94,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
95,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
96,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
97,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
98,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
99,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
100,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
101,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
102,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
103,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
104,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
105,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
106,Dran Buster 1-60A,wizard rod 5-70db,[     1485.5       647.5],,,Spinning,Spinning
107,Dran Buster 1-60A,wizard rod 5-70db,[        804       123.5],[       1420         799],False,Spinning,Spinning
108,Dran Buster 1-60A,wizard rod 5-70db,[      953.5       252.5],,,Spinning,Spinning
109,Dran Buster 1-60A,wizard rod 5-70db,[     1133.5       495.5],,,Spinning,Spinning
110,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
111,Dran Buster 1-60A,wizard rod 5-70db,[     1053.5       838.5],[       1348       342.5],False,Spinning,Spinning
112,Dran Buster 1-60A,wizard rod 5-70db,[     1564.5         260],,,Spinning,Spinning
113,Dran Buster 1-60A,wizard rod 5-70db,[     1638.5         251],[      885.5         895],False,Spinning,Spinning
114,Dran Buster 1-60A,wizard rod 5-70db,[      809.5         964],[     1773.5         272],False,Spinning,Spinning
115,Dran Buster 1-60A,wizard rod 5-70db,[     1944.5       312.5],,,Spinning,Spinning
116,Dran Buster 1-60A,wizard rod 5-70db,[     1942.5         309],,,Spinning,Spinning
117,Dran Buster 1-60A,wizard rod 5-70db,[     1918.5         344],[      696.5       883.5],False,Spinning,Spinning
118,Dran Buster 1-60A,wizard rod 5-70db,[      661.5         911],[       1860         455],False,Spinning,Spinning
119,Dran Buster 1-60A,wizard rod 5-70db,[     1841.5         496],[        653       937.5],False,Spinning,Spinning
120,Dran Buster 1-60A,wizard rod 5-70db,[       1797         507],[        658         915],False,Spinning,Spinning
121,Dran Buster 1-60A,wizard rod 5-70db,[        682       908.5],[       1719       590.5],False,Spinning,Spinning
122,Dran Buster 1-60A,wizard rod 5-70db,[     1690.5       615.5],,,Spinning,Spinning
123,Dran Buster 1-60A,wizard rod 5-70db,[     1626.5         638],[      726.5         924],False,Spinning,Spinning
124,Dran Buster 1-60A,wizard rod 5-70db,[        789         941],,,Spinning,Spinning
125,Dran Buster 1-60A,wizard rod 5-70db,[     1489.5         688],[      810.5       947.5],False,Spinning,Spinning
126,Dran Buster 1-60A,wizard rod 5-70db,[       1422         683],[      870.5       953.5],False,Spinning,Spinning
127,Dran Buster 1-60A,wizard rod 5-70db,[       1327       684.5],[      994.5       977.5],False,Spinning,Spinning
128,Dran Buster 1-60A,wizard rod 5-70db,[     1050.5         981],,,Spinning,Spinning
129,Dran Buster 1-60A,wizard rod 5-70db,[       1242         662],[     1153.5       979.5],False,Spinning,Spinning
130,Dran Buster 1-60A,wizard rod 5-70db,[       1185       628.5],[     1335.5       969.5],False,Spinning,Spinning
131,Dran Buster 1-60A,wizard rod 5-70db,[       1171       618.5],,,Spinning,Spinning
132,Dran Buster 1-60A,wizard rod 5-70db,[     1144.5         592],[     1557.5       944.5],False,Spinning,Spinning
133,Dran Buster 1-60A,wizard rod 5-70db,[       1135       556.5],[       1749       830.5],False,Spinning,Spinning
134,Dran Buster 1-60A,wizard rod 5-70db,[       1135         541],,,Spinning,Spinning
135,Dran Buster 1-60A,wizard rod 5-70db,[       1887       748.5],,,Spinning,Spinning
136,Dran Buster 1-60A,wizard rod 5-70db,[       1966         693],[     1148.5         478],False,Spinning,Spinning
137,Dran Buster 1-60A,wizard rod 5-70db,[     1153.5         466],,,Spinning,Spinning
138,Dran Buster 1-60A,wizard rod 5-70db,[     1162.5       438.5],[       1977       664.5],False,Spinning,Spinning
139,Dran Buster 1-60A,wizard rod 5-70db,[     1167.5         402],[       1942         648],False,Spinning,Spinning
140,Dran Buster 1-60A,wizard rod 5-70db,[     1165.5         396],[       1933       640.5],False,Spinning,Spinning
141,Dran Buster 1-60A,wizard rod 5-70db,[       1161       378.5],[     1899.5         632],False,Spinning,Spinning
142,Dran Buster 1-60A,wizard rod 5-70db,[     1831.5       631.5],[       1144         363],False,Spinning,Spinning
143,Dran Buster 1-60A,wizard rod 5-70db,[     1804.5       631.5],[       1141         357],False,Spinning,Spinning
144,Dran Buster 1-60A,wizard rod 5-70db,[       1742         633],,,Spinning,Spinning
145,Dran Buster 1-60A,wizard rod 5-70db,[     1620.5       623.5],[       1121       346.5],False,Spinning,Spinning
146,Dran Buster 1-60A,wizard rod 5-70db,[       1118       347.5],[       1577       606.5],False,Spinning,Spinning
147,Dran Buster 1-60A,wizard rod 5-70db,[       1114         350],[     1467.5       571.5],False,Spinning,Spinning
148,Dran Buster 1-60A,wizard rod 5-70db,[       1125       358.5],,,Spinning,Spinning
149,Dran Buster 1-60A,wizard rod 5-70db,[       1224         620],[     1110.5         273],False,Spinning,Spinning
150,Dran Buster 1-60A,wizard rod 5-70db,[     1125.5       835.5],[       1056        53.5],False,Spinning,Spinning
151,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
152,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
153,Dran Buster 1-60A,wizard rod 5-70db,[        999      1261.5],[        827         161],False,Spinning,Spinning
154,Dran Buster 1-60A,wizard rod 5-70db,[        748         317],[     1118.5      1054.5],False,Spinning,Spinning
155,Dran Buster 1-60A,wizard rod 5-70db,[     1159.5        1009],,,Spinning,Spinning
156,Dran Buster 1-60A,wizard rod 5-70db,[      687.5         461],[     1242.5       920.5],False,Spinning,Spinning
157,Dran Buster 1-60A,wizard rod 5-70db,[     1350.5       884.5],[      641.5       658.5],False,Spinning,Spinning
158,Dran Buster 1-60A,wizard rod 5-70db,[      638.5       683.5],[       1388       887.5],False,Spinning,Spinning
159,Dran Buster 1-60A,wizard rod 5-70db,[        643       760.5],[       1443         873],False,Spinning,Spinning
160,Dran Buster 1-60A,wizard rod 5-70db,[      677.5         894],[       1512         741],False,Spinning,Spinning
161,Dran Buster 1-60A,wizard rod 5-70db,[     1530.5       716.5],[        700         921],False,Spinning,Spinning
162,Dran Buster 1-60A,wizard rod 5-70db,[        746       986.5],[     1556.5       670.5],False,Spinning,Spinning
163,Dran Buster 1-60A,wizard rod 5-70db,[       1522       599.5],[      853.5      1063.5],False,Spinning,Spinning
164,Dran Buster 1-60A,wizard rod 5-70db,[        892        1090],[       1494       583.5],False,Spinning,Spinning
165,Dran Buster 1-60A,wizard rod 5-70db,[        970      1145.5],[     1430.5         559],False,Spinning,Spinning
166,Dran Buster 1-60A,wizard rod 5-70db,[     1087.5        1208],[       1288         542],False,Spinning,Spinning
167,Dran Buster 1-60A,wizard rod 5-70db,[     1234.5       544.5],[     1135.5      1225.5],False,Spinning,Spinning
168,Dran Buster 1-60A,wizard rod 5-70db,[       1117         560],,,Spinning,Spinning
169,Dran Buster 1-60A,wizard rod 5-70db,[      946.5         603],[     1421.5      1229.5],False,Spinning,Spinning
170,Dran Buster 1-60A,wizard rod 5-70db,[      886.5         626],[       1483      1216.5],False,Spinning,Spinning
171,Dran Buster 1-60A,wizard rod 5-70db,[      789.5         682],,,Spinning,Spinning
172,Dran Buster 1-60A,wizard rod 5-70db,[        721         765],[     1752.5      1119.5],False,Spinning,Spinning
173,Dran Buster 1-60A,wizard rod 5-70db,[        697       814.5],[     1802.5      1092.5],False,Spinning,Spinning
174,Dran Buster 1-60A,wizard rod 5-70db,[        673         902],,,Spinning,Spinning
175,Dran Buster 1-60A,wizard rod 5-70db,[      647.5      1047.5],[     1977.5       949.5],False,Spinning,Spinning
176,Dran Buster 1-60A,wizard rod 5-70db,[       1998       921.5],[        726        1065],False,Spinning,Spinning
177,Dran Buster 1-60A,wizard rod 5-70db,[      962.5        1078],[     2031.5         861],False,Spinning,Spinning
178,Dran Buster 1-60A,wizard rod 5-70db,[     2077.5         783],[     1284.5        1122],False,Spinning,Spinning
179,Dran Buster 1-60A,wizard rod 5-70db,[       2090         759],[       1392        1114],False,Spinning,Spinning
180,Dran Buster 1-60A,wizard rod 5-70db,[     1580.5        1129],[     2101.5       716.5],False,Spinning,Spinning
181,Dran Buster 1-60A,wizard rod 5-70db,[     2117.5       653.5],[     1792.5        1081],False,Spinning,Spinning
182,Dran Buster 1-60A,wizard rod 5-70db,[       2123         634],[     1860.5      1011.5],False,Spinning,Spinning
183,Dran Buster 1-60A,wizard rod 5-70db,[     2123.5       598.5],[       1956         862],False,Spinning,Spinning
184,Dran Buster 1-60A,wizard rod 5-70db,[     1848.5         847],,,Spinning,Spinning
185,Dran Buster 1-60A,wizard rod 5-70db,[     1752.5         880],,,Spinning,Spinning
186,Dran Buster 1-60A,wizard rod 5-70db,[       1554       980.5],,,Spinning,Spinning
187,Dran Buster 1-60A,wizard rod 5-70db,[       1270      1061.5],,,Spinning,Spinning
188,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
189,Dran Buster 1-60A,wizard rod 5-70db,[       1023      1032.5],,,Spinning,Spinning
190,Dran Buster 1-60A,wizard rod 5-70db,[        825         949],[       1056         100],False,Spinning,Spinning
191,Dran Buster 1-60A,wizard rod 5-70db,[      951.5         143],[        766       926.5],False,Spinning,Spinning
192,Dran Buster 1-60A,wizard rod 5-70db,[      644.5       881.5],[        791         171],False,Spinning,Spinning
193,Dran Buster 1-60A,wizard rod 5-70db,[        472         826],,,Spinning,Spinning
194,Dran Buster 1-60A,wizard rod 5-70db,[        439       818.5],[        503       339.5],False,Spinning,Spinning
195,Dran Buster 1-60A,wizard rod 5-70db,[        573       765.5],[        396       549.5],False,Spinning,Spinning
196,Dran Buster 1-60A,wizard rod 5-70db,[        481         891],[      759.5       728.5],False,Spinning,Spinning
197,Dran Buster 1-60A,wizard rod 5-70db,[      824.5         732],,,Spinning,Spinning
198,Dran Buster 1-60A,wizard rod 5-70db,[        967       752.5],,,Spinning,Spinning
199,Dran Buster 1-60A,wizard rod 5-70db,[       1183       691.5],,,Spinning,Spinning
200,Dran Buster 1-60A,wizard rod 5-70db,[       1341        1216],[     1251.5       682.5],False,Spinning,Spinning
201,Dran Buster 1-60A,wizard rod 5-70db,[     1373.5       622.5],,,Spinning,Spinning
202,Dran Buster 1-60A,wizard rod 5-70db,[       1935      1079.5],[     1547.5       542.5],False,Spinning,Spinning
203,Dran Buster 1-60A,wizard rod 5-70db,[     1601.5         537],[     2024.5      1033.5],False,Spinning,Spinning
204,Dran Buster 1-60A,wizard rod 5-70db,[     1696.5         522],[     2171.5         943],False,Spinning,Spinning
205,Dran Buster 1-60A,wizard rod 5-70db,[       2253       795.5],[       1771         424],False,Spinning,Spinning
206,Dran Buster 1-60A,wizard rod 5-70db,[       2207         761],[       1788       405.5],False,Spinning,Spinning
207,Dran Buster 1-60A,wizard rod 5-70db,[     2122.5       687.5],[     1824.5       397.5],False,Spinning,Spinning
208,Dran Buster 1-60A,wizard rod 5-70db,[       2009         596],,,Spinning,Spinning
209,Dran Buster 1-60A,wizard rod 5-70db,[     1990.5         567],[     1849.5         358],False,Spinning,Spinning
210,Dran Buster 1-60A,wizard rod 5-70db,[       1833       328.5],[       1943       522.5],True,Spinning,Spinning
211,Dran Buster 1-60A,wizard rod 5-70db,[       1909         467],,,Spinning,Spinning
212,Dran Buster 1-60A,wizard rod 5-70db,[     1887.5         447],,,Spinning,Spinning
213,Dran Buster 1-60A,wizard rod 5-70db,[       1850         412],,,Spinning,Spinning
214,Dran Buster 1-60A,wizard rod 5-70db,[     1798.5       356.5],,,Spinning,Spinning
215,Dran Buster 1-60A,wizard rod 5-70db,[       1579         185],[       1778         338],False,Spinning,Spinning
216,Dran Buster 1-60A,wizard rod 5-70db,[       1744       302.5],,,Spinning,Spinning
217,Dran Buster 1-60A,wizard rod 5-70db,[     1693.5       239.5],,,Spinning,Spinning
218,Dran Buster 1-60A,wizard rod 5-70db,[     1677.5       225.5],[     1442.5       166.5],True,Spinning,Spinning
219,Dran Buster 1-60A,wizard rod 5-70db,[     1885.5       233.5],,,Spinning,Spinning
220,Dran Buster 1-60A,wizard rod 5-70db,[        767       146.5],,,Spinning,Spinning
221,Dran Buster 1-60A,wizard rod 5-70db,[        606         160],,,Spinning,Spinning
222,Dran Buster 1-60A,wizard rod 5-70db,[       2135         583],,,Spinning,Spinning
223,Dran Buster 1-60A,wizard rod 5-70db,[       1995       769.5],[      484.5         268],False,Spinning,Spinning
224,Dran Buster 1-60A,wizard rod 5-70db,[       1948         820],[        557         311],False,Spinning,Spinning
225,Dran Buster 1-60A,wizard rod 5-70db,[      690.5         426],,,Spinning,Spinning
226,Dran Buster 1-60A,wizard rod 5-70db,[     1718.5        1056],[      879.5         455],False,Spinning,Spinning
227,Dran Buster 1-60A,wizard rod 5-70db,[       1668      1104.5],,,Spinning,Spinning
228,Dran Buster 1-60A,wizard rod 5-70db,[     1601.5      1159.5],,,Spinning,Spinning
229,Dran Buster 1-60A,wizard rod 5-70db,[     1277.5         653],[     1493.5        1216],False,Spinning,Spinning
230,Dran Buster 1-60A,wizard rod 5-70db,[     1343.5       663.5],[     1452.5        1232],False,Spinning,Spinning
231,Dran Buster 1-60A,wizard rod 5-70db,[       1467         665],[       1395        1252],False,Spinning,Spinning
232,Dran Buster 1-60A,wizard rod 5-70db,[     1626.5       659.5],[     1303.5      1259.5],False,Spinning,Spinning
233,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
234,Dran Buster 1-60A,wizard rod 5-70db,[       1759       634.5],[       1236        1243],False,Spinning,Spinning
235,Dran Buster 1-60A,wizard rod 5-70db,[       1191        1208],[       1814         565],False,Spinning,Spinning
236,Dran Buster 1-60A,wizard rod 5-70db,[     1194.5        1185],[     1817.5         547],False,Spinning,Spinning
237,Dran Buster 1-60A,wizard rod 5-70db,[       1204      1159.5],,,Spinning,Spinning
238,Dran Buster 1-60A,wizard rod 5-70db,[     1246.5        1119],[     1883.5       486.5],False,Spinning,Spinning
239,Dran Buster 1-60A,wizard rod 5-70db,[     1262.5        1108],[       1907         472],False,Spinning,Spinning
240,Dran Buster 1-60A,wizard rod 5-70db,[       1311        1066],[       1939       431.5],False,Spinning,Spinning
241,Dran Buster 1-60A,wizard rod 5-70db,[     1397.5        1043],[     2021.5         363],False,Spinning,Spinning
242,Dran Buster 1-60A,wizard rod 5-70db,[     1955.5         336],[       1425        1032],False,Spinning,Spinning
243,Dran Buster 1-60A,wizard rod 5-70db,[       1482      1020.5],[     1838.5         310],False,Spinning,Spinning
244,Dran Buster 1-60A,wizard rod 5-70db,[     1640.5       339.5],[     1568.5      1004.5],False,Spinning,Spinning
245,Dran Buster 1-60A,wizard rod 5-70db,[       1579       333.5],[       1593       983.5],False,Spinning,Spinning
246,Dran Buster 1-60A,wizard rod 5-70db,[       1469         272],[     1625.5         943],False,Spinning,Spinning
247,Dran Buster 1-60A,wizard rod 5-70db,[     1659.5       872.5],,,Spinning,Spinning
248,Dran Buster 1-60A,wizard rod 5-70db,[       1242       276.5],[     1678.5         855],False,Spinning,Spinning
249,Dran Buster 1-60A,wizard rod 5-70db,[     1707.5       821.5],[     1139.5         307],False,Spinning,Spinning
250,Dran Buster 1-60A,wizard rod 5-70db,[       1015       328.5],[       1740       768.5],False,Spinning,Spinning
251,Dran Buster 1-60A,wizard rod 5-70db,[       1741       752.5],[        978       358.5],False,Spinning,Spinning
252,Dran Buster 1-60A,wizard rod 5-70db,[       1748         721],[      936.5       384.5],False,Spinning,Spinning
253,Dran Buster 1-60A,wizard rod 5-70db,[      891.5         471],,,Spinning,Spinning
254,Dran Buster 1-60A,wizard rod 5-70db,[       1750         661],,,Spinning,Spinning
255,Dran Buster 1-60A,wizard rod 5-70db,[     1741.5       629.5],[        892       591.5],False,Spinning,Spinning
256,Dran Buster 1-60A,wizard rod 5-70db,[       1723         590],[      947.5       715.5],False,Spinning,Spinning
257,Dran Buster 1-60A,wizard rod 5-70db,[       1717         575],[        989         759],False,Spinning,Spinning
258,Dran Buster 1-60A,wizard rod 5-70db,[     1057.5         851],[     1699.5       556.5],False,Spinning,Spinning
259,Dran Buster 1-60A,wizard rod 5-70db,[       1665         518],[     1207.5       977.5],False,Spinning,Spinning
260,Dran Buster 1-60A,wizard rod 5-70db,[       1654         511],[       1252        1016],False,Spinning,Spinning
261,Dran Buster 1-60A,wizard rod 5-70db,[     1350.5      1069.5],[       1623         496],False,Spinning,Spinning
262,Dran Buster 1-60A,wizard rod 5-70db,[       1565       470.5],[       1488        1077],False,Spinning,Spinning
263,Dran Buster 1-60A,wizard rod 5-70db,[       1548       468.5],,,Spinning,Spinning
264,Dran Buster 1-60A,wizard rod 5-70db,[       1504         463],[       1636        1103],False,Spinning,Spinning
265,Dran Buster 1-60A,wizard rod 5-70db,[       1433         461],[       1763        1058],False,Spinning,Spinning
266,Dran Buster 1-60A,wizard rod 5-70db,[     1412.5       464.5],,,Spinning,Spinning
267,Dran Buster 1-60A,wizard rod 5-70db,[     1366.5       469.5],[     1866.5         795],False,Spinning,Spinning
268,Dran Buster 1-60A,wizard rod 5-70db,[     1298.5         482],,,Spinning,Spinning
269,Dran Buster 1-60A,wizard rod 5-70db,[       1958       476.5],[       1272         490],False,Spinning,Spinning
270,Dran Buster 1-60A,wizard rod 5-70db,[     1237.5       499.5],[       1988       336.5],False,Spinning,Spinning
271,Dran Buster 1-60A,wizard rod 5-70db,[     1695.5       271.5],[     1187.5       514.5],False,Spinning,Spinning
272,Dran Buster 1-60A,wizard rod 5-70db,[       1172         529],[     1594.5       252.5],False,Spinning,Spinning
273,Dran Buster 1-60A,wizard rod 5-70db,[       1416         220],[       1139         537],False,Spinning,Spinning
274,Dran Buster 1-60A,wizard rod 5-70db,[       1105         565],[     1152.5         196],False,Spinning,Spinning
275,Dran Buster 1-60A,wizard rod 5-70db,[     1093.5       572.5],[     1083.5         194],False,Spinning,Spinning
276,Dran Buster 1-60A,wizard rod 5-70db,[     1079.5         579],[       1014       199.5],False,Spinning,Spinning
277,Dran Buster 1-60A,wizard rod 5-70db,[      832.5       242.5],[       1050       603.5],False,Spinning,Spinning
278,Dran Buster 1-60A,wizard rod 5-70db,[       1044         624],[        786         254],False,Spinning,Spinning
279,Dran Buster 1-60A,wizard rod 5-70db,[     1026.5         641],[        675       310.5],False,Spinning,Spinning
280,Dran Buster 1-60A,wizard rod 5-70db,[       1009         667],,,Spinning,Spinning
281,Dran Buster 1-60A,wizard rod 5-70db,[     1001.5         686],[        487       428.5],False,Spinning,Spinning
282,Dran Buster 1-60A,wizard rod 5-70db,[        992       700.5],[      397.5         503],False,Spinning,Spinning
283,Dran Buster 1-60A,wizard rod 5-70db,[        985       725.5],,,Spinning,Spinning
284,Dran Buster 1-60A,wizard rod 5-70db,[      464.5       755.5],,,Spinning,Spinning
285,Dran Buster 1-60A,wizard rod 5-70db,[        988       761.5],,,Spinning,Spinning
286,Dran Buster 1-60A,wizard rod 5-70db,[      987.5       783.5],[      738.5      1043.5],False,Spinning,Spinning
287,Dran Buster 1-60A,wizard rod 5-70db,[      991.5       788.5],[        818        1110],False,Spinning,Spinning
288,Dran Buster 1-60A,wizard rod 5-70db,[      960.5        1171],[        997       810.5],False,Spinning,Spinning
289,Dran Buster 1-60A,wizard rod 5-70db,[     1019.5         821],,,Spinning,Spinning
290,Dran Buster 1-60A,wizard rod 5-70db,[       1028         825],[       1277        1214],False,Spinning,Spinning
291,Dran Buster 1-60A,wizard rod 5-70db,[     1417.5      1202.5],,,Spinning,Spinning
292,Dran Buster 1-60A,wizard rod 5-70db,[     1077.5         845],,,Spinning,Spinning
293,Dran Buster 1-60A,wizard rod 5-70db,[     1578.5        1135],,,Spinning,Spinning
294,Dran Buster 1-60A,wizard rod 5-70db,[     1101.5         847],[     1623.5      1095.5],False,Spinning,Spinning
295,Dran Buster 1-60A,wizard rod 5-70db,[       1126         845],,,Spinning,Spinning
296,Dran Buster 1-60A,wizard rod 5-70db,[       1139         845],[     1661.5         991],False,Spinning,Spinning
297,Dran Buster 1-60A,wizard rod 5-70db,[     1664.5       923.5],[     1152.5         840],False,Spinning,Spinning
298,Dran Buster 1-60A,wizard rod 5-70db,[       1181       831.5],,,Spinning,Spinning
299,Dran Buster 1-60A,wizard rod 5-70db,[     1191.5         827],[     1650.5         761],False,Spinning,Spinning
300,Dran Buster 1-60A,wizard rod 5-70db,[       1209         818],,,Spinning,Spinning
301,Dran Buster 1-60A,wizard rod 5-70db,[     1541.5         569],,,Spinning,Spinning
302,Dran Buster 1-60A,wizard rod 5-70db,[     1243.5       793.5],[     1514.5       542.5],False,Spinning,Spinning
303,Dran Buster 1-60A,wizard rod 5-70db,[       1261       783.5],[     1451.5         496],False,Spinning,Spinning
304,Dran Buster 1-60A,wizard rod 5-70db,[       1285         759],[       1354       435.5],False,Spinning,Spinning
305,Dran Buster 1-60A,wizard rod 5-70db,[     1292.5       753.5],[     1319.5         424],False,Spinning,Spinning
306,Dran Buster 1-60A,wizard rod 5-70db,[       1252         397],,,Spinning,Spinning
307,Dran Buster 1-60A,wizard rod 5-70db,[     1159.5         371],[     1321.5         709],False,Spinning,Spinning
308,Dran Buster 1-60A,wizard rod 5-70db,[     1326.5         700],[       1126         364],False,Spinning,Spinning
309,Dran Buster 1-60A,wizard rod 5-70db,[     1062.5       352.5],,,Spinning,Spinning
310,Dran Buster 1-60A,wizard rod 5-70db,[       1340         654],[        962         349],False,Spinning,Spinning
311,Dran Buster 1-60A,wizard rod 5-70db,[       1346       642.5],[      936.5         359],False,Spinning,Spinning
312,Dran Buster 1-60A,wizard rod 5-70db,[     1347.5       626.5],[        895         396],False,Spinning,Spinning
313,Dran Buster 1-60A,wizard rod 5-70db,[     1345.5       597.5],[      843.5       468.5],False,Spinning,Spinning
314,Dran Buster 1-60A,wizard rod 5-70db,[       1343       592.5],[        830         501],False,Spinning,Spinning
315,Dran Buster 1-60A,wizard rod 5-70db,[     1341.5         575],,,Spinning,Spinning
316,Dran Buster 1-60A,wizard rod 5-70db,[        834         620],[       1331         556],False,Spinning,Spinning
317,Dran Buster 1-60A,wizard rod 5-70db,,,,Spinning,Spinning
318,Dran Buster 1-60A,wizard rod 5-70db,[        888       691.5],[       1326       537.5],False,Spinning,Spinning
319,Dran Buster 1-60A,wizard rod 5-70db,[     1307.5         528],[      985.5       748.5],False,Spinning,Spinning
320,Dran Buster 1-60A,wizard rod 5-70db,[     1023.5       760.5],[     1302.5         526],False,Spinning,Spinning
321,Dran Buster 1-60A,wizard rod 5-70db,[     1297.5         523],,,Spinning,Spinning
322,Dran Buster 1-60A,wizard rod 5-70db,[     1294.5         515],[       1239         762],False,Spinning,Spinning
